headline,entity,majority_label
President Trump responds to Attorney General Barr's headline-making interview,Trump,Neutral
Democrats are moved to tears by Romney impeachment speech. Republicans want him expelled. - The Washington Post,Republicans,Negative
"The Federal Budget Under Trump, Per Person",Trump,Neutral
"Fox News voter analysis shows Biden, Buttigieg, Klobuchar, Sanders, Warren in the hunt",Biden,Neutral
Rosy Polls but Few Yard Signs: How Joe Biden Stumbled in Iowa,Biden,Negative
"Nigeria ‘Blindsided’ by Trump Travel Ban, Its Top Diplomat Says",Trump,Negative
"Buttigieg Has Narrow Iowa Lead on Sanders, Biden Lags in Democratic Race",Buttigieg,Positive
Democrats Demand DOJ ‘Release As Many Prisoners As Possible’ Over Coronavirus,Democrats,Negative
What to Watch For in the Trump Impeachment Trial,Trump,Neutral
The Daily 202: John Bolton’s book undercuts the Trump defense team’s claims that there are no firsthand witnesses,Trump,Negative
Dem Senator: Hunter Biden Is a Relevant Witness (VIDEO),Biden,Positive
Trump’s Defense Team Discounts Bolton as Republicans Work to Hold Off Witnesses,Trump,Neutral
Pete Buttigieg holds slim lead in Iowa caucuses following partial release of results,Buttigieg,Neutral
What to Watch For in Trump’s Impeachment Trial on Tuesday,Trump,Neutral
Trump Reprises State of the Union Message in North Carolina,Trump,Neutral
How Trump’s conversations with Putin overlapped with his emerging Ukraine conspiracy theories,Putin,Neutral
Trump ditches effort to kill OPM after bipartisan pushback,Trump,Negative
Justice Department acknowledges 24 emails reveal Trump’s thinking on Ukraine,Trump,Neutral
Sanders and Buttigieg Close Out New Hampshire Pitching Different Visions,Buttigieg,Neutral
"Bloomberg Buffeted by Recording of Him Discussing Crime, Minorities",Bloomberg,Negative
"Amid reelection bid, Trump’s State of the Union address goes full reality show",Trump,Negative
Mike Bloomberg's two campaigns: Running for the Democratic nomination and the general election,Bloomberg,Neutral
Biden says Trump gave Limbaugh honor to maintain his ‘right-wing credentials’,Biden,Neutral
New Hampshire Democrats make up their minds at the last possible minute - The Washington Post,Democrats,Neutral
"Trump invokes ‘manifest destiny’ in State of the Union address, resurfacing a defunct concept",Trump,Negative
"Trump mocks 'Pocahontas' Warren, 'Impeachment King' Steyer after poor showing in New Hampshire",Warren,Negative
"Joe Biden Suggests Making Michelle Obama Running Mate, Appointing Barack to Supreme Court",Biden,Neutral
Democrats Vow To Continue Impeachment Investigations Regardless Of Senate Outcome,Democrats,Neutral
Trump remains in office after Senate votes to acquit impeached president on obstruction of Congress charge,Trump,Negative
Gun-control group co-founded by Bloomberg announces $60 million spending plan for 2020 elections,Bloomberg,Negative
"The Daily 202: Trump doesn’t necessarily think Biden is his biggest 2020 threat. At least, not anymore.",Trump,Neutral
"AOC announces she won't attend State of the Union, 'normalize Trump's lawless conduct'",Trump,Negative
"As Tensions With Iran Escalated, Trump Opted for Most Extreme Measure",Trump,Neutral
The Latest New Hampshire Polls: Buttigieg Looks Competitive,Buttigieg,Positive
"Cruise Ship, Democrats, Academy Awards: Your Monday Briefing",Democrats,Neutral
"Trump fires Gordon Sondland, the second impeachment witness to be removed from his post Friday",Trump,Negative
Charter Schools in Surprise Political Fight as Trump and Democrats Turn Away,Democrats,Negative
Bernie Sanders and Elizabeth Warren Jointly Urge Against War With Iran,Sanders,Neutral
He Was Cruising in a G.O.P. Primary. Then Trump Endorsed an Ex-Democrat.,Trump,Neutral
"A Tight Job Market Insulates a Slowing Economy-and Perhaps Trump, Too",Trump,Negative
Trump or Obama? Lawmakers Fight Over SC Interchange Name,Trump,Neutral
WATCH: Jon Voight Calls on America to Pray for President Trump amid Impeachment Battle,Trump,Positive
Trump’s Defense Says Democrats Have Failed to Make Impeachment Case,Democrats,Negative
Trump Impeachment Trial in Doubt as Democrats Weigh Withholding Articles,Trump,Positive
Trump hasn’t offered any reason beyond the obvious for punishing Alexander Vindman,Trump,Negative
The Technology 202: Pelosi's Facebook slam reflects rising tensions between social media giant and Democrats - The Washington Post,Democrats,Negative
BIDEN GETS TOUGH: Trump ‘going to understand what punches mean’ (VIDEO),Trump,Negative
GOP official says Republican senators not getting enough credits for covid-19 aid - The Washington Post,Republicans,Positive
AG Barr accepts Hunter Biden information from Rudy Giuliani,Biden,Neutral
The Trailer: Rivals aren't throwing a lot of roadblocks in front of Sanders,Sanders,Positive
The Energy 202: The Trump administration is forcing these workers out West. Now they want to unionize.,Trump,Negative
"President Trump breaks with tradition, slams opponents at National Prayer Breakfast",Trump,Negative
"Michael Flynn deserves up to six months in prison, U.S. Justice Department says in reversal for former Trump national security adviser",Trump,Neutral
Republicans in Senate Press On With Investigation Into Hunter Biden,Republicans,Neutral
"Clarence Thomas Slams Joe Biden, Democrats for Handling of His Confirmation Hearings",Democrats,Negative
How does Trump plan to win the state of New Hampshire in the general election?,Trump,Neutral
Billionaire Bloomberg Floods Democratic Primary With Cash,Bloomberg,Negative
Sen. Bob Casey says President Trump's claim that he did nothing wrong is insulting to the country,Trump,Negative
"Joe Biden’s Poll Numbers Are Steady, but Are They Immovable?",Biden,Neutral
Republicans seek Hunter Biden travel records from Secret Service shortly after Trump acquittal,Biden,Neutral
"The Cybersecurity 202: Democrats see coronavirus stimulus as last, best chance for vote-by-mail push - The Washington Post",Democrats,Neutral
"Democrats accuse Trump of criminal bribery, wire fraud in report that explains articles of impeachment - The Washington Post",Democrats,Neutral
Trump Defends Closing Borders to Travelers to Fight Coronavirus,Trump,Positive
"Trump eliminates funding for program honoring Ambassador Stevens, who was killed in Benghazi",Trump,Negative
"Sanders Won, Klobuchar Surged: What We Learned From New Hampshire",Sanders,Positive
"Nancy Pelosi at State of the Union: Speaker rips up Trump's speech, reflecting tumultuous year",Trump,Negative
Chris Wallace on Attorney General Bill Barr's plea to President Trump,Trump,Neutral
Trump calls Romney a ‘disgrace’ for impeachment vote,Trump,Negative
WATCH: Warren Suggests Blacks Only Matter To Democrats During Elections,Warren,Negative
"Trump?s FBI slurs endanger agents, former employee says",Trump,Negative
"Bloomberg: Transgender Rights Should Include Federally Funded Sex Surgery, Housing Based on Gender Identity",Bloomberg,Neutral
Trump impeachment,Trump,Neutral
"AP VoteCast: Young, Liberal Voters Key to Sanders’ NH Win",Sanders,Neutral
"Dr. Jill Biden discusses life on the campaign trail, responding to political attacks",Biden,Neutral
IOWA RESULTS: Buttigieg (Kind of) Won. So Did Bernie. Warren Persisted. Biden Definitely Lost.,Warren,Negative
Poll: African-American support for Biden plummeting,Biden,Negative
Wavering Democrats face pressure as GOP eyes bipartisan vote for Trump acquittal,Trump,Neutral
"Dems demand Twitter, Facebook take down edited video of Pelosi ripping up State of the Union speech posted by Trump",Trump,Neutral
What to Watch For in Trump’s Impeachment Trial on Friday,Trump,Neutral
"Biden earns slew of new endorsements, from former challengers to ‘Never Trump’ Republicans - The Washington Post",Republicans,Neutral
"Trump, Democrats keep their distance as GOP moderates face crucial impeachment votes - The Washington Post",GOP,Neutral
"GOP Lawmaker Isn’t Scared of Coronavirus, Says ‘More People Have Died From Knowing Hillary’",GOP,Negative
Sen. Mazie Hirono says Trump 'wasn't acquitted' because he had a 'rigged' impeachment trial,Trump,Negative
Stealing the spotlight: Lisa Boothe praises President Trump's 'smart' campaign rally strategy,Trump,Positive
Bernie Sanders's campaign attacks Elizabeth Warren and Joe Biden as Iowa caucuses near.,Biden,Negative
Dave Chappelle: 'I don’t look at Trump supporters as my enemy' (VIDEO),Trump,Neutral
Governors Warn Trump Rule Could Lead to Big Medicaid Cuts,Trump,Negative
"Trump, Back in Washington, Attacks Democrats Over Impeachment",Trump,Negative
The Daily 202: Pete Buttigieg is emerging as a unity candidate in New Hampshire – with a bounce from Iowa,Buttigieg,Positive
What we know and don’t know about Trump’s intentions on Ukraine aid,Trump,Neutral
McConnell to Hannity on impeachment: Trump lawyers will give me cues,Trump,Negative
"Senate Votes Down Extra Impeachment Witnesses, Paves Way for Trump Acquittal",Trump,Positive
Trump's 2020 Re-Election Challenges and Strategy to Win,Trump,Neutral
"In confrontation with Iran, Trump wrestles with the shadow of Obama, ‘the metric he has to beat’",Trump,Negative
"Pete Buttigieg Democratic candidate: Biography, issues, fundraising",Buttigieg,Neutral
Trump Curbs Immigrants From 6 Nations in Election-Year Push,Trump,Negative
Bolton Book Puts New Focus on Trump’s Actions in Turkey and China Cases,Trump,Neutral
Don Jr.: The one thing Bloomberg can't buy is personality,Bloomberg,Negative
BIDEN: Trump impeachment trial ‘because he’s afraid to run against me’ (VIDEO),Trump,Negative
Sanders and Buttigieg in tight race for delegates,Sanders,Neutral
"Joe and Jill Biden say attacks on Hunter are ""hurtful""",Biden,Neutral
"Biden and Warren Seek Revival, With Two Very Different Strategies",Warren,Neutral
North Korea enhanced nuke program despite Trump overtures: report,Trump,Negative
Sanders with edge in two new polls in NH Buttigieg edges Sanders in a third,Buttigieg,Neutral
Factbox: 'Midnight in Washington'-Quotes From Trump's Impeachment Trial,Trump,Negative
Wavering Democrats face pressure as GOP eyes bipartisan vote for Trump acquittal - The Washington Post,GOP,Positive
Trump Has Reshaped the Judiciary. Here’s How the 2020 Democrats Would Address That.,Trump,Neutral
Firings at Trump Property Cap Year of Purging Undocumented Workers,Trump,Negative
Preparations accelerate this week for historic Senate trial of Trump,Trump,Positive
Sen. Scott: There's a lot of energy for Trump in New Hampshire,Trump,Positive
"After Republican senators block new impeachment evidence, Trump boasts about what he’s withholding",Trump,Negative
Bernie Sanders and His Internet Army,Sanders,Neutral
Republicans stand with Trump against impeachment in the face of growing evidence - The Washington Post,Republicans,Neutral
Sean Hannity attends Joe Biden rally in New Hampshire,Biden,Neutral
Biden turns to Wall Street for campaign funds,Biden,Neutral
Trump Warns Senate Not to Approve War Powers Resolution on Iran,Trump,Negative
"If witnesses are called in Trump's impeachment trial, what could happen?",Trump,Neutral
Michael Bloomberg Is Open to Spending $1 Billion to Defeat Trump,Trump,Neutral
Top Senate Republicans reject Trump’s renewed call for immediate dismissal of impeachment charges,Trump,Negative
How will New Hampshire play out for President Trump?,Trump,Neutral
Trump holds rally as Democrats make final push in New Hampshire,Trump,Neutral
"Top Democrats turn on each other after Iowa, complicating the party’s chances against Trump - The Washington Post",Democrats,Negative
"Senate Passes Revised NAFTA, Sending Pact to Trump’s Desk",Trump,Positive
How the Founder of Black Voters Matter Thinks About Bloomberg,Bloomberg,Neutral
Trump Budget Would Fray Social Safety Net,Trump,Negative
Bennet Ends 2020 Bid After Poor Showing in New Hampshire,Bennet,Negative
"After days of dire threats, Trump’s tone shifts in the wake of Iran’s retaliation",Trump,Neutral
"Pete Buttigieg, Bernie Sanders say they want to move past the Iowa caucuses",Buttigieg,Neutral
Trump Administration to Open Free-Trade Talks With Kenya,Trump,Positive
Bloomberg Fueled His Campaign With $200 Million From His Own Fortune,Bloomberg,Neutral
The Health 202: Mike Bloomberg is pounding voters with a single ad. It's about health insurance.,Bloomberg,Neutral
Billionaires Bloomberg and Steyer may be accelerating a Biden collapse,Steyer,Neutral
POLL: 62% of NH Dems prefer meteor strike ‘extinguishing all human life’ to Trump re-election!,Trump,Negative
"Bernie Sanders Is in ‘Good Health,’ His Doctors Say",Sanders,Positive
Trump cuts New Hampshire rally short to receive remains of 2 soldiers killed in Afghanistan,Trump,Positive
"With Made-For-TV Flourish, Trump Makes Case for Bringing Troops Home",Trump,Negative
Trump stirs pardon speculation with condemnation of DOJ’s Roger Stone treatment,Trump,Neutral
GOP senator says only small percentage of population might die of coronavirus - The Washington Post,GOP,Positive
Sanders and Buttigieg in tight race for delegates,Buttigieg,Neutral
Trump fires two major impeachment figures,Trump,Neutral
"Trump Slashes Foreign Aid, Cuts Safety Net Programs in New Budget Proposal",Trump,Negative
'Conservative Squad' forms to combat socialism: 'This is not your grandfather's GOP anymore',GOP,Positive
Biden: Sanders 'Changed His Mind' on Gun Policies,Biden,Neutral
